0;0
6.867167932;0.010177903
13.05931629;0.020123521
18.55023142;0.029615546
23.4909325;0.038747013
27.9861959;0.047581424
32.11609841;0.05617249
35.94156908;0.064563022
39.50985918;0.072787467
42.85829531;0.080873925
46.01687736;0.088845673
49.01009498;0.096722298
51.8582204;0.104520521
54.57824582;0.112254822
57.18457576;0.119937907
59.68954695;0.127581061
62.10382508;0.135194433
64.43671179;0.14278725
66.6963855;0.150367995
68.89009265;0.157944545
71.02430127;0.165524293
73.10482571;0.173114241
75.13692897;0.180721082
77.12540751;0.188351268
79.0746622;0.196011078
80.98875838;0.20370666
82.87147706;0.21144409
84.72635916;0.219229407
86.55674408;0.227068656
88.36580383;0.234967925
90.15657343;0.242933383
91.93197858;0.250971307
93.69486103;0.259088123
95.44800232;0.267290431
97.19414633;0.275585043
98.93602098;0.283979012
100.6763596;0.292479661
102.4179221;0.301094621
104.1635166;0.309831854
105.9160217;0.318699691
107.6784092;0.327706855
109.4537684;0.336862488
111.2453318;0.346176176
113.0565025;0.355657967
114.890883;0.365318375
116.752307;0.37516838
118.6448722;0.385219407
120.5729759;0.395483285
122.541852;0.405974881
124.5896113;0.416886439
126.7346713;0.428310811
128.9850388;0.440284751
131.3494018;0.452846961
133.8375152;0.466039719
136.4603764;0.479909266
139.2304245;0.49450617
142.1617733;0.509885682
145.2704797;0.526108026
148.5748523;0.543238591
152.0957946;0.561347904
155.8571772;0.580511246
159.8862156;0.600807685
164.2138118;0.622318189
168.8747837;0.645122357
173.907855;0.669293128
179.3552073;0.69488874
185.2613186;0.721941192
191.6707459;0.75044086
198.6245441;0.780317957
206.1552448;0.811423555
214.2808858;0.84351564
222.999425;0.876257968
232.2856074;0.909238708
242.0922148;0.942009868
252.3561587;0.974138859
263.0077027;1.005256558
273.979773;1.035087782
285.2147683;1.06345917
296.6679063;1.090288877
308.3076189;1.115566779
320.11414;1.139332893
332.0773442;1.161658588
344.1945296;1.182632218
356.4684853;1.202349114
368.9059537;1.220905096
381.5164734;1.23839258
394.3115448;1.25489845
407.3040455;1.270503079
420.5078339;1.285280054
433.9374905;1.299296324
447.6081558;1.312612579
461.5354396;1.325283729
475.7353787;1.33735943
490.2244307;1.348884607
505.0194932;1.359899946
520.1379418;1.37044235
535.5976825;1.380545352
551.417216;1.390239489
567.6157114;1.399552632
584.2130893;1.408510281
601.2301136;1.417135824
618.6884923;1.425450768
636.610988;1.433474942
655.0215392;1.441226678
673.9453932;1.448722969
693.4092531;1.455979612
713.4414402;1.463011337
734.0720737;1.469831917
755.333272;1.476454268
777.2593772;1.482890547
799.8872071;1.48915223
823.2563405;1.495250189
847.4094384;1.501194763
872.3926108;1.506995822
898.2558341;1.51266283
925.0534291;1.518204899
952.8446123;1.523630848
981.6941306;1.528949256
1011.672999;1.534168515
1042.859361;1.539296883
1075.339495;1.544342546
1109.208995;1.549313665
1144.574179;1.554218452
1181.55375;1.559065224
1220.280796;1.56386249
1260.905188;1.568619029
1303.596496;1.57334399
1348.54755;1.578047006
1395.97881;1.58273833
1446.143809;1.587429
1499.335948;1.592131035
1555.897104;1.596857682
1616.228625;1.60162373
1680.805537;1.606445902
1750.195157;1.61134336
1825.081793;1.61633838
1906.300046;1.621457231
1994.880469;1.626731385
2092.113354;1.632199168
2199.639746;1.637908102
2319.584359;1.643918266
2454.75486;1.650307254
2608.949507;1.657177708
2787.447731;1.664669066
2997.820471;1.672976481
3251.318327;1.682382187
3565.327544;1.693308511
3967.769433;1.706406225
4504.510871;1.722682651
5247.570454;1.743561773
6279.088542;1.770219549
7581.555816;1.800956326
8963.199196;1.830665802
10290.37246;1.856770349
11547.06855;1.879510465
12747.27049;1.899586244
13907.1959;1.917587576
15040.51522;1.933952695
16158.14286;1.94900243
17268.83959;1.962974906
18379.81569;1.976050715
19497.1997;1.988369973
20626.38334;2.000043817
21772.2753;2.011162233
22939.49297;2.021799506
24132.51296;2.032018084
25355.79562;2.041871388
26613.89439;2.051405904
27911.55798;2.060662767
29253.83217;2.069679013
30646.16695;2.078488571
32094.5351;2.087123106
33605.56843;2.095612735
35186.71956;2.103986688
36846.459;2.112273942
38594.52037;2.120503862
40442.21164;2.128706898
42402.81731;2.136915375
44492.12749;2.145164447
46729.14718;2.153493296
49137.06649;2.161946697
51744.61761;2.170577142
54588.02131;2.179447824
57713.86109;2.188636978
61183.47389;2.198244442
65079.93457;2.20840201
69519.72721;2.219290611
74673.4813;2.231170655
80805.82843;2.244440011
88360.48708;2.259756984
98170.86947;2.278342507
112114.4518;2.302910223
134675.6419;2.33961461
171180.4144;2.394382402
230246.3771;2.477056414
284156.9799;2.549458274
332357.217;2.612914944
379288.909;2.6739977
426314.0543;2.734737402
474144.4219;2.796182497
